,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
4642,0.56,13.8,480,55.0,190.0,8.07,0.58,9.4,8,1,0,1,0,0,0
4643,0.2,1.4,860,7.0,31.0,8.11,0.46,10.0,5,0,1,0,0,0,1
4644,0.29,3.2,340,41.0,151.0,8.35,0.58,11.63333333,9,1,0,1,0,0,0
4645,0.41,1.3,440,11.0,126.0,8.28,0.45,10.3,7,1,1,0,0,0,0
4646,0.3,2.2,330,39.0,107.0,8.22,0.53,13.5,9,1,0,1,0,0,0
4647,0.49,1.8,550,19.0,110.0,8.33,0.44,9.9,7,1,1,0,1,0,0
4648,0.4,11.6,320,34.0,214.0,8.1,0.51,9.8,8,1,0,1,0,0,0
4649,0.55,16.6,560,53.0,238.0,7.96,0.58,8.7,8,1,0,1,0,0,0
4650,0.0,1.2,410,16.0,46.0,9.01,0.59,12.5,6,0,0,0,1,1,0
4651,0.02,4.4,960,5.0,13.0,8.41,0.57,11.0,4,0,1,0,0,0,1
4652,0.41,6.8,450,61.0,216.0,8.09,0.46,9.4,7,1,1,0,0,0,0
4654,0.3,1.2,480,25.0,119.0,8.32,0.62,11.3,8,1,0,1,0,0,0
4655,0.11,2.7,770,6.0,31.0,8.19,0.7,10.1,6,0,1,0,1,1,0
4656,0.23,7.2,380,61.0,220.0,8.14,0.35,9.5,7,1,1,0,0,0,0
4657,0.29,6.8,200,31.0,113.0,8.13,0.29,10.8,8,1,1,0,0,0,0
4658,0.74,1.2,280,30.0,165.0,8.08,0.82,12.3,8,1,1,0,1,0,0
4659,0.64,17.0,500,69.0,210.0,8.15,0.51,9.3,9,1,1,0,1,0,0
4660,0.27,4.2,310,20.0,80.0,8.12,0.39,11.5,8,1,1,0,0,0,0
4661,0.38,5.7,210,23.0,125.0,8.13,0.62,11.1,8,1,1,0,0,0,0
4662,0.26,6.8,490,22.0,93.0,8.15,0.42,11.0,8,1,1,0,0,0,0
4663,0.44,2.3,800,22.0,46.0,8.32,0.67,9.7,6,0,0,1,0,0,0
4664,0.0,2.2,670,7.0,14.0,8.4,0.58,10.9,4,0,1,0,0,1,0
4665,0.32,12.4,510,34.0,106.0,8.54,0.45,9.2,8,1,1,0,1,0,0
4666,0.57,17.8,520,34.0,243.0,7.98,0.82,9.0,7,1,1,0,0,1,0
4667,0.32,1.2,410,29.0,94.0,8.07,0.45,12.0,8,1,1,0,0,0,0
4668,0.34,2.0,440,61.0,171.0,8.25,0.53,13.3,9,1,0,1,0,0,0
4669,0.38,7.9,450,54.0,208.0,8.17,0.46,9.1,7,1,1,0,0,0,0
4670,0.29,16.85,540,23.0,135.0,8.16,0.38,9.0,8,1,0,1,0,0,0
4671,0.19,1.7,200,24.0,110.0,8.32,0.47,12.6,9,1,1,0,0,0,0
4672,0.56,11.2,430,40.0,142.0,8.14,0.46,8.7,7,1,1,0,0,1,0
4673,0.26,6.8,490,22.0,93.0,8.15,0.42,11.0,8,1,1,0,0,0,0
4674,0.26,15.6,490,67.0,210.0,8.06,0.68,9.5,7,1,0,1,0,0,0
4675,0.27,2.3,510,23.0,147.0,8.23,0.67,10.3,8,1,1,0,0,0,0
4676,0.24,3.6,570,13.0,85.0,7.99,0.48,9.5,6,1,1,0,0,0,0
4677,0.34,0.8,290,26.0,77.0,8.25,0.51,10.1,8,1,1,0,1,0,0
4679,0.35,4.6,390,43.0,147.0,8.18,0.4,11.0,9,1,1,0,0,0,0
4680,0.24,1.7,520,36.0,135.0,8.8,0.66,10.8,8,1,1,0,0,0,0
4681,0.36,11.0,340,8.0,70.0,8.05,0.41,12.2,8,1,0,1,0,0,0
4682,0.29,4.2,750,12.0,16.0,8.45,0.68,11.5,6,0,0,0,1,1,0
4683,0.3,2.0,470,13.0,117.0,8.16,0.51,11.6,8,1,1,0,1,0,0
4684,0.39,1.5,540,37.0,158.0,8.21,0.52,9.3,8,1,1,0,0,0,0
4685,0.26,1.7,930,40.0,161.0,8.44,0.66,11.0,7,1,1,0,0,0,0
4686,0.31,12.9,450,55.0,161.0,8.02,0.59,10.2,7,1,0,1,0,0,0
4687,0.28,12.9,320,13.0,63.0,7.99,0.43,13.0,8,1,0,1,0,0,0
4688,0.46,3.6,780,15.0,37.0,8.35,0.86,12.8,8,0,0,1,0,0,0
4689,0.49,2.7,770,11.0,19.0,8.23,0.63,11.6,7,0,1,0,0,1,0
4690,0.23,1.9,820,10.0,18.0,8.22,0.65,9.3,6,0,1,0,0,1,0
4691,0.33,2.8,330,48.0,153.0,8.15,0.38,12.7,9,1,1,0,0,0,0
4692,0.39,1.3,510,42.0,135.0,8.23,0.4,11.1,8,1,1,0,0,0,0
4693,0.26,4.4,630,63.0,206.0,8.27,0.52,9.8,6,1,1,0,0,1,0
4694,0.33,1.7,370,24.0,118.0,8.15,0.39,13.55,8,1,1,0,1,1,0
4695,0.41,10.8,480,55.0,149.0,8.09,0.59,10.96666667,9,1,1,0,0,0,0
4696,0.24,17.5,440,60.0,167.0,8.31,0.44,9.4,7,1,1,0,0,0,0
4697,0.34,0.7,400,5.0,25.0,8.04,0.37,10.5,6,1,1,0,0,0,0
4698,0.38,1.3,320,29.0,112.0,8.29,0.54,9.7,7,1,1,0,0,0,0
4699,0.08,1.8,760,8.0,24.0,8.48,0.53,9.0,5,0,1,0,1,1,0
4700,0.0,2.8,810,21.0,41.0,8.41,0.52,10.8,5,0,0,1,0,1,0
4701,0.39,1.3,630,18.0,136.0,8.31,0.48,10.4,9,1,1,0,0,0,0
4702,0.16,7.9,440,48.0,197.0,8.21,0.36,9.4,7,1,1,0,0,0,0
4703,0.54,7.0,460,58.0,176.0,8.19,0.7,10.4,7,1,1,0,0,0,0
4704,0.39,14.5,510,48.0,156.0,8.35,0.78,9.1,7,1,1,0,1,0,0
4705,0.25,1.4,330,30.0,114.0,8.08,0.43,13.2,8,1,1,0,0,0,0
4706,0.24,1.7,770,18.0,34.0,8.39,0.6,10.6,6,0,1,0,0,1,0
4707,0.34,2.3,450,73.5,214.0,8.18,0.61,9.9,9,1,1,0,1,0,0
4708,0.25,14.3,440,27.0,149.0,7.91,0.46,9.2,8,1,1,0,1,0,0
4709,0.32,3.7,170,32.0,99.0,8.12,0.44,10.0,8,1,1,0,1,0,0
4710,0.34,10.7,290,19.5,166.0,8.13,0.48,10.6,7,1,1,0,0,0,0
4711,0.12,2.1,650,14.0,24.0,8.3,0.53,13.3,6,0,0,1,0,0,0
4712,0.64,2.9,1220,10.0,41.0,8.23,0.66,12.5,6,0,0,1,0,0,0
4713,0.28,11.25,320,31.0,87.0,8.02,0.38,12.4,8,1,1,0,0,1,0
4714,0.63,11.1,390,58.0,179.0,8.08,0.44,8.8,6,1,1,0,0,0,0
4715,0.41,2.2,490,29.0,111.0,7.96,0.44,10.0,7,1,1,0,0,0,0
4716,0.27,15.8,350,46.0,188.0,8.24,0.51,9.2,7,1,1,0,0,0,0
4717,0.26,2.0,800,17.0,104.0,8.28,0.52,9.9,5,0,0,1,0,1,0
4718,0.32,1.1,310,13.0,66.0,8.1,0.46,10.6,7,1,0,1,0,0,0
4720,0.52,6.2,280,37.0,104.0,8.28,0.51,11.8,9,1,1,0,0,0,0
4721,0.03,1.9,860,14.0,57.0,8.37,0.46,10.3,5,0,1,0,1,1,0
4722,0.13,5.0,280,12.0,107.0,8.48,0.88,13.5,9,1,0,1,0,1,0
4723,0.31,7.7,400,29.0,135.0,8.11,0.57,12.3,7,1,0,1,0,0,0
4724,0.39,2.5,740,29.0,48.0,8.32,0.88,12.4,7,0,0,1,0,0,0
4725,0.29,13.65,480,52.0,189.0,8.0,0.6,9.5,8,1,0,1,0,0,0
4726,0.28,11.1,630,66.0,169.0,7.89,0.57,9.0,7,1,1,0,0,0,0
4727,0.36,3.0,810,30.0,119.0,8.2,0.56,9.4,5,0,0,1,0,0,0
4728,0.34,2.2,450,20.0,77.0,8.3,0.43,10.2,7,1,0,1,0,0,0
4729,0.39,1.8,600,21.0,55.0,8.18,0.82,11.0,7,0,0,1,0,0,0
4731,0.39,2.3,480,24.0,87.0,7.94,0.35,12.0,8,1,1,0,0,0,0
4732,0.28,5.9,470,29.0,101.0,8.15,0.4,11.0,8,1,1,0,0,0,0
4733,0.0,2.3,680,15.0,33.0,8.58,0.59,12.5,6,0,1,0,0,1,0
4734,0.4,2.65,410,35.0,86.0,8.11,0.39,13.3,9,1,0,1,0,0,0
4735,0.4,6.2,400,46.0,169.0,8.15,0.46,9.3,8,1,0,1,0,0,0
4736,0.54,1.4,1260,37.0,110.0,8.23,0.37,8.9,8,1,1,0,1,0,0
4737,0.49,3.8,420,26.0,105.0,8.1,0.39,10.5,7,1,1,0,0,0,0
4738,0.33,1.8,350,42.0,148.0,8.15,0.36,10.2,7,1,1,0,1,0,0
4739,0.19,7.1,480,36.0,110.0,8.26,0.41,9.5,8,1,1,0,1,0,0
4740,0.58,12.1,460,60.0,177.0,8.08,0.46,8.9,7,1,1,0,0,0,0
4741,0.49,4.7,340,35.0,156.0,8.13,0.45,9.9,8,1,1,0,0,0,0
4742,0.39,2.3,330,29.0,102.0,8.26,0.54,12.3,9,1,1,0,0,0,0
4743,0.26,9.2,270,37.0,122.0,8.06,0.34,12.5,10,1,1,0,0,0,0
4744,0.26,3.8,1070,31.0,67.0,8.26,0.46,9.2,5,0,1,0,0,0,1
4745,0.3,3.1,390,24.0,115.0,8.05,0.43,8.6,7,1,1,0,0,0,0
4746,0.32,1.7,240,26.0,102.0,8.29,0.6,11.8,8,1,1,0,0,0,0
4747,0.01,6.1,480,20.0,70.0,8.19,0.42,10.0,7,1,1,0,0,1,0
4749,0.29,5.3,450,57.0,189.0,8.31,0.79,9.8,7,1,1,0,0,0,0
4750,0.38,1.5,280,36.0,117.0,8.47,0.54,9.7,8,1,1,0,1,0,0
4751,0.27,15.5,360,31.0,134.0,8.19,0.44,13.0,9,1,1,0,0,0,0
4752,0.34,13.8,410,32.0,161.0,8.13,0.4,9.9,8,1,1,0,0,0,0
4753,0.03,2.3,590,32.0,48.0,8.52,0.56,12.3,7,0,1,0,0,0,1
4754,0.29,7.5,490,38.0,158.0,8.43,0.38,9.6,7,1,1,0,0,0,0
4755,0.47,1.2,1460,28.0,105.0,8.23,0.51,10.1,7,1,1,0,0,0,0
4756,0.31,1.2,340,53.0,138.0,8.38,0.35,11.5,9,1,1,0,1,0,0
4757,0.37,1.0,360,48.0,114.0,8.41,0.51,11.5,10,1,1,0,1,0,0
4758,0.17,1.6,460,28.0,117.0,8.08,0.43,10.0,7,1,1,0,0,0,0
4759,0.37,1.9,810,17.0,29.0,8.12,0.65,11.2,6,0,1,0,0,1,0
4760,0.35,15.3,560,31.0,117.0,8.27,0.5,9.6,7,1,1,0,0,0,0
4761,0.59,2.2,770,3.0,15.0,8.2,0.78,9.6,5,0,0,1,0,0,0
4762,0.12,4.8,540,6.0,97.0,8.16,0.5,9.3,7,1,0,1,0,0,0
4763,0.42,2.0,710,7.0,20.0,8.14,0.79,11.1,7,0,1,0,0,1,0
4764,0.26,5.1,390,19.0,103.0,8.36,0.47,9.3,8,1,1,0,1,0,0
4765,0.46,2.1,740,24.0,44.0,8.4,0.85,11.0,7,0,0,1,0,0,0
4766,0.36,9.7,440,63.0,162.0,8.1,0.46,10.0,8,1,1,0,0,0,0
4767,0.36,2.1,340,19.0,125.0,7.96,0.98,12.7,8,1,0,1,0,0,0
4768,0.14,2.2,770,27.0,60.0,8.28,0.59,9.8,5,0,0,1,0,1,0
4769,0.27,15.5,500,25.0,135.0,7.9,0.43,8.7,9,1,1,0,1,0,0
4770,0.34,2.3,500,4.0,8.0,8.4,0.64,11.0,7,0,1,0,0,0,0
4771,0.26,9.25,340,73.0,142.0,8.05,0.37,11.4,8,1,1,0,0,0,0
4772,0.34,1.3,550,50.0,153.0,8.29,0.8,9.6,8,1,1,0,1,0,0
4773,0.34,9.3,620,40.0,126.0,8.21,0.39,9.6,7,1,1,0,1,0,0
4774,0.28,1.4,340,26.0,109.0,8.28,0.57,10.6,8,1,0,1,0,0,0
4775,0.26,4.8,330,26.0,76.0,7.98,0.49,12.3,9,1,1,0,0,0,0
4776,0.22,8.6,480,54.0,198.0,8.25,0.41,10.2,7,1,1,0,0,0,0
4777,0.24,2.4,770,6.0,33.0,8.09,0.57,9.4,5,0,1,0,1,1,0
4778,0.29,1.6,520,34.0,127.0,8.48,0.56,10.5,9,1,1,0,0,0,0
4779,0.35,1.4,360,31.0,113.0,8.16,0.48,10.8,9,1,1,0,0,0,0
4780,0.44,2.4,610,24.0,34.0,8.29,0.8,11.6,7,0,0,1,0,0,0
4781,0.29,7.6,250,35.0,124.0,8.15,0.65,12.8,9,1,0,1,0,0,0
4782,0.23,13.7,500,49.0,197.0,8.2,0.46,8.7,7,1,0,1,0,0,0
4783,0.45,1.5,450,17.0,96.0,8.13,0.39,11.0,8,1,1,0,1,0,0
4784,0.37,0.9,490,36.0,109.0,7.89,0.44,12.7,6,0,1,0,1,0,0
4785,0.13,2.0,760,12.0,20.0,8.29,0.54,10.1,5,0,1,0,1,1,0
4786,0.34,14.4,670,35.0,189.0,8.07,0.53,9.1,9,1,1,0,0,0,0
4787,0.24,12.1,560,68.0,210.0,8.05,0.5,9.5,7,1,1,0,0,1,0
4788,0.3,1.8,450,44.0,142.0,7.99,0.45,10.8,8,1,0,1,0,0,0
4789,0.03,5.6,790,23.0,47.0,8.58,0.5,11.2,4,0,1,0,0,0,1
4790,0.17,7.6,420,69.0,219.0,8.13,0.4,8.9,7,1,0,1,0,0,0
4791,0.32,1.6,450,40.0,120.0,7.98,0.44,10.5,8,1,1,0,0,0,0
4792,0.37,0.8,270,3.0,21.0,8.09,0.31,10.8,7,1,1,0,1,0,0
4793,0.11,1.5,750,16.0,49.0,8.36,0.79,9.5,5,0,0,1,0,1,0
4794,0.15,1.8,1180,13.0,20.0,8.42,0.67,11.3,6,0,1,0,1,1,0
4795,0.3,8.0,280,33.0,122.0,8.13,0.63,12.6,9,1,0,1,0,0,0
4796,0.36,2.6,290,28.0,98.0,8.11,0.37,11.2,9,1,1,0,1,0,0
4797,0.0,3.4,360,23.0,134.0,8.53,0.92,13.8,8,1,0,0,1,1,0
4798,0.38,4.7,400,27.0,103.0,8.37,0.58,10.7,8,1,1,0,0,0,0
4799,0.35,11.1,390,29.0,198.0,8.36,0.5,9.4,9,1,0,1,0,0,0
4800,0.33,1.2,440,28.0,101.0,8.03,0.43,12.5,8,1,1,0,0,0,0
4801,0.31,6.3,340,17.0,103.0,8.15,0.52,11.4,9,1,1,0,1,0,0
4802,0.4,2.2,540,29.0,175.0,8.19,0.53,9.8,7,1,0,1,0,0,0
4803,0.46,2.1,1040,6.0,10.0,8.12,0.65,11.8,7,0,0,1,0,0,0
4804,0.36,1.2,520,38.0,127.0,8.04,0.54,9.2,7,1,1,0,0,0,0
4805,0.35,7.8,480,76.0,197.0,8.24,0.43,9.5,8,1,1,0,0,0,0
4806,0.32,8.3,430,32.0,105.0,8.24,0.47,11.2,8,1,0,1,0,0,0
4807,0.28,1.8,500,21.0,127.0,8.15,0.44,9.9,7,1,1,0,0,0,0
4808,0.41,2.0,580,15.0,40.0,8.22,0.6,12.2,6,0,1,0,0,1,0
4809,0.37,3.4,230,19.0,87.0,8.14,0.53,12.7,8,1,0,1,0,0,0
4810,0.37,1.8,310,6.0,61.0,8.3,0.34,12.2,6,1,1,0,0,0,0
4811,0.05,1.9,680,24.0,42.0,8.42,0.57,11.5,6,0,1,0,1,1,0
4812,0.16,1.4,370,28.0,160.0,7.95,0.45,10.6,8,1,1,0,0,1,0
4813,0.31,3.2,300,32.0,150.0,8.18,0.31,12.0,8,1,1,0,0,0,0
4814,0.23,17.3,470,37.0,118.0,8.08,0.46,8.8,8,1,1,0,0,0,0
4815,0.01,2.0,570,15.0,33.0,8.6,0.46,11.2,6,0,0,1,1,0,0
4816,0.42,6.4,580,27.0,151.0,8.16,0.44,9.6,7,1,0,1,0,0,0
4817,0.3,14.2,560,53.0,212.5,8.14,0.46,8.9,10,1,1,0,0,0,0
4818,0.31,2.9,460,40.0,121.0,8.07,0.65,10.9,9,1,1,0,0,0,0
4819,0.22,2.1,770,12.0,65.0,8.29,0.51,9.2,5,0,0,1,0,1,0
4820,0.14,2.2,380,15.0,25.0,8.44,0.65,11.1,6,0,0,1,0,0,0
4821,0.47,15.6,630,27.0,173.0,8.18,0.56,9.0,7,1,0,1,0,0,0
4822,0.45,8.0,530,52.0,196.0,8.23,0.48,9.1,8,1,1,0,0,0,0
4823,0.29,1.9,780,29.0,66.0,8.45,0.59,9.5,6,0,1,0,0,1,0
4824,0.16,6.4,370,36.0,198.0,8.17,0.62,9.9,8,1,0,1,0,0,0
4825,0.56,8.2,440,37.0,181.0,7.87,0.68,9.5,8,1,1,0,0,0,0
4826,0.22,1.5,380,38.0,157.0,8.41,0.55,9.9,8,1,1,0,0,0,0
4827,0.08,2.1,630,42.0,52.0,8.42,0.6,10.2,6,0,1,0,1,1,0
4828,0.46,11.7,840,55.0,170.0,7.91,0.51,9.0,7,1,0,1,0,0,0
4829,0.24,2.1,1020,4.0,7.0,8.44,0.58,11.4,4,0,0,1,0,0,0
4830,0.08,13.5,410,37.0,142.0,8.46,0.39,9.9,8,1,0,1,0,0,0
4831,0.27,16.8,400,48.0,129.0,8.23,0.38,10.5,8,1,1,0,0,0,0
4833,0.46,10.5,380,4.0,83.0,7.89,0.3,10.1,6,1,0,1,0,0,0
4835,0.61,2.6,760,11.0,24.0,8.16,0.69,9.0,5,0,0,1,0,1,0
4836,0.36,2.4,490,38.0,123.0,8.6,0.46,10.3,7,1,1,0,1,0,0
4837,0.26,7.4,340,33.0,123.0,8.49,0.42,10.1,8,1,1,0,1,0,0
4838,0.0,1.8,1230,6.0,14.0,8.45,0.58,9.8,5,0,0,0,1,1,0
4839,0.63,13.4,780,81.0,238.0,8.08,0.44,9.2,7,1,0,1,0,1,0
4840,0.45,7.5,450,46.0,203.0,8.26,0.46,9.2,8,1,1,0,0,0,0
4841,0.29,10.1,500,21.0,105.0,8.13,0.35,9.5,7,1,1,0,0,0,0
4842,0.48,2.3,400,28.0,114.0,8.2,0.52,12.8,9,1,0,1,0,0,0
4843,0.49,2.2,890,5.0,14.0,8.19,0.44,9.6,5,0,0,1,0,1,0
4844,0.32,1.4,350,49.0,186.0,8.35,0.64,12.4,10,1,1,0,1,0,0
4845,0.37,1.9,570,43.0,74.0,8.23,0.81,12.0,6,0,0,1,0,0,0
4846,0.49,6.8,480,61.0,222.0,8.19,0.47,9.3,7,1,1,0,0,0,0
4847,0.25,2.5,280,24.0,84.0,8.14,0.36,11.7,8,1,0,1,0,0,0
4848,0.24,1.9,400,21.0,144.0,8.35,0.38,11.0,7,1,0,1,0,0,0
4849,0.21,1.1,320,31.0,111.0,7.97,0.42,12.2,8,1,0,1,0,0,0
4850,0.35,6.0,340,12.0,126.0,8.16,0.39,12.0,9,1,0,1,0,0,0
4851,0.35,13.5,380,49.0,118.0,8.0,0.63,10.7,8,1,1,0,1,0,0
4852,0.35,2.5,480,67.0,161.0,8.05,0.56,11.1,8,1,0,1,0,0,0
4853,0.35,2.6,300,33.0,78.0,8.22,0.72,11.3,8,1,1,0,1,0,0
4854,0.17,8.8,800,50.0,212.0,8.47,0.66,9.4,6,1,0,1,0,0,0
4855,0.29,6.9,410,29.0,163.0,8.44,0.6,10.5,8,1,1,0,0,0,0
4856,0.36,13.2,670,53.0,178.0,8.01,0.48,9.0,8,1,1,0,0,0,0
4858,0.25,1.4,510,41.0,107.0,8.53,0.66,10.5,9,1,1,0,1,0,0
4859,0.22,5.25,530,33.0,180.0,8.13,0.45,11.6,8,1,0,1,0,0,0
4860,0.3,7.4,500,58.0,152.0,8.12,0.37,9.5,8,1,1,0,1,0,0
4861,0.2,16.0,440,41.0,113.0,8.22,0.46,8.9,8,1,1,0,0,0,0
4862,0.0,2.2,960,3.0,13.0,8.62,0.62,11.5,4,0,0,1,0,1,0
4863,0.2,8.1,980,30.0,92.0,8.2,0.58,9.2,5,0,0,0,1,1,0
4865,0.3,5.3,360,27.0,165.0,8.12,0.46,12.2,8,1,1,0,0,1,0
4866,0.39,14.2,580,49.0,192.0,7.98,0.48,9.0,9,1,1,0,0,0,0
4867,0.0,2.2,840,10.0,31.0,8.25,0.5,9.8,5,0,1,0,0,0,1
4869,0.49,1.0,280,6.0,24.0,7.91,0.32,9.9,7,1,1,0,1,0,0
4870,0.28,9.2,360,10.0,92.0,8.07,0.35,12.1,8,1,0,1,0,0,0
4871,0.26,6.3,1470,49.0,159.0,8.14,0.47,10.0,7,1,1,0,0,1,0
4872,0.33,1.4,420,24.0,183.0,8.29,0.46,10.7,7,1,1,0,0,0,0
4873,0.04,2.1,680,19.0,27.0,8.44,0.67,9.8,5,0,1,0,1,1,0
4874,0.26,17.6,610,59.0,198.0,8.11,0.49,8.8,7,1,0,1,0,0,0
4875,0.26,6.8,340,36.0,120.0,8.38,0.4,11.5,8,1,0,1,0,0,0
4876,0.29,13.2,460,26.0,113.0,8.25,0.37,9.7,8,1,1,0,0,0,0
4877,0.42,2.3,530,27.0,114.0,7.99,0.43,10.0,7,1,1,0,0,0,0
4879,0.27,10.7,1100,20.0,103.0,8.08,0.41,9.0,8,1,1,0,0,1,0
4880,0.4,14.75,420,44.5,129.5,8.36,0.41,9.1,9,1,1,0,0,0,0
4881,0.29,1.2,370,37.0,97.0,8.19,0.7,10.1,8,1,1,0,0,0,0
4882,0.55,1.8,1170,32.0,141.0,8.17,0.62,9.4,5,0,1,0,1,1,0
4883,0.02,1.0,360,39.0,107.0,8.2,0.32,9.0,7,1,0,1,0,1,0
4884,0.1,2.2,850,14.0,111.0,8.15,0.66,9.8,5,0,1,0,1,1,0
4885,0.34,8.5,330,31.0,253.0,8.22,0.56,10.5,8,1,1,0,0,0,0
4886,0.18,2.7,690,13.0,34.0,8.29,0.48,9.2,6,0,1,0,0,1,0
4887,0.21,5.1,970,21.0,105.0,8.07,0.46,9.6,7,1,1,0,0,0,0
4888,0.28,9.6,510,26.0,157.0,8.12,0.53,9.2,8,1,0,1,0,0,0
4889,0.18,1.0,530,13.0,99.0,8.22,0.39,11.5,7,1,1,0,0,0,0
4890,0.42,2.1,720,23.0,36.0,8.11,0.78,12.4,6,0,0,1,0,0,0
4891,0.26,1.9,490,12.0,86.0,8.15,0.38,9.4,7,1,1,0,0,0,0
4892,0.37,12.85,420,36.0,105.0,8.05,0.55,10.7,8,1,1,0,1,0,0
4893,0.24,1.6,320,10.0,67.0,8.08,0.47,10.5,7,1,0,1,0,0,0
4894,0.4,2.6,830,16.0,68.0,8.3,0.48,9.4,5,0,0,1,0,0,0
4895,0.17,2.9,840,25.0,130.0,8.23,0.54,9.6,5,0,1,0,1,1,0
4896,0.4,2.4,650,24.0,48.0,8.34,0.86,11.0,6,0,0,1,0,0,0
4897,0.0,6.5,280,34.0,163.0,8.35,0.61,9.9,7,1,0,1,0,0,0
4898,0.15,7.1,430,32.0,134.0,8.24,0.48,9.9,8,1,1,0,0,0,0
4899,0.33,2.5,640,21.0,37.0,8.35,0.77,12.1,7,0,0,1,0,0,0
4900,0.5,2.0,990,19.0,50.0,8.1,0.58,10.4,5,0,1,0,0,1,0
4901,0.31,1.6,800,15.0,42.0,8.31,0.64,9.0,5,0,1,0,0,1,0
4902,0.74,1.8,750,6.0,15.0,7.86,0.79,8.4,6,0,0,1,0,0,0
4903,0.27,4.3,300,43.0,123.0,8.16,0.33,11.2,8,1,1,0,0,0,0
4904,0.44,1.3,370,43.0,132.0,8.18,0.65,10.0,7,1,1,0,0,0,0
4905,0.21,6.6,400,50.0,167.0,8.29,0.62,10.0,7,1,0,1,0,0,0
4907,0.28,4.75,420,45.0,166.0,7.96,0.4,11.5,7,1,1,0,0,0,0
4908,0.37,4.5,400,58.0,140.0,8.29,0.62,10.6,8,1,1,0,0,0,0
4909,0.27,10.4,410,26.0,114.0,8.04,0.52,11.5,9,1,1,0,0,0,0
4911,0.0,2.3,830,18.0,27.0,8.44,0.54,9.4,5,0,1,0,1,1,0
4912,0.24,11.5,510,56.0,171.0,8.08,0.56,9.8,8,1,1,0,0,1,0
4913,0.49,2.8,880,11.0,32.0,8.22,0.68,11.7,6,0,1,0,0,0,0
4914,0.32,8.7,600,19.0,102.0,8.27,0.31,10.4,7,1,1,0,0,0,0
4915,0.06,1.8,500,38.0,89.0,8.3,0.5,10.55,6,0,0,1,0,1,0
4916,0.31,2.9,460,40.0,121.0,8.07,0.65,10.9,9,1,1,0,0,0,0
4917,0.33,1.0,380,23.0,131.0,8.25,0.45,9.8,7,1,1,0,1,0,0
4918,0.36,13.2,670,53.0,178.0,8.01,0.48,9.0,8,1,1,0,0,0,0
4920,0.32,7.6,380,48.0,203.0,8.45,0.54,9.7,9,1,1,0,0,0,0
4921,0.28,10.2,540,78.0,186.0,8.14,0.46,10.0,8,1,1,0,0,0,0
4922,0.04,1.4,360,43.0,119.0,8.36,0.33,12.1,10,1,1,0,0,1,0
4923,0.33,1.1,270,46.0,113.0,8.35,0.43,11.4,9,1,1,0,0,0,0
4924,0.34,6.0,500,5.0,129.0,8.19,0.4,9.1,7,1,0,1,0,0,0
4925,0.37,1.3,420,39.0,117.0,7.99,0.36,10.0,7,1,1,0,0,0,0
4926,0.01,2.0,740,13.0,38.0,8.48,0.65,9.8,5,0,1,0,1,1,0
4927,0.53,1.8,210,41.0,101.0,8.19,0.31,13.0,8,1,1,0,0,0,0
4928,0.48,12.4,560,61.0,176.5,7.97,0.52,8.8,7,1,0,1,0,0,0
4929,0.23,5.1,410,64.0,157.0,8.42,0.44,8.0,5,1,1,0,0,0,0
4930,0.19,2.0,840,21.0,191.0,8.49,0.63,9.6,6,1,1,0,0,0,0
4931,0.37,11.8,450,58.0,130.0,8.2,0.35,10.8,7,1,1,0,0,0,0
4932,0.74,2.7,440,42.0,144.0,8.31,0.41,12.2,8,1,1,0,0,0,0
4933,0.34,1.2,440,14.0,67.0,8.05,0.47,10.6,6,1,0,1,0,0,0
4934,0.32,5.8,400,16.0,112.0,8.04,0.58,11.2,7,1,1,0,0,0,0
4935,0.2,18.1,690,33.0,158.0,8.15,0.5,8.8,8,1,0,1,0,0,0
4937,0.28,7.7,530,37.0,132.0,8.06,0.5,9.4,8,1,1,0,0,0,0
4938,0.28,5.4,600,21.0,105.0,8.27,0.37,9.0,7,1,0,1,0,1,0
4939,0.12,5.9,560,6.0,91.0,8.06,0.46,8.4,6,1,0,1,0,0,0
4940,0.29,2.9,350,15.0,101.0,8.04,0.37,12.5,8,1,0,1,0,0,0
4941,0.6,2.6,730,23.0,44.0,8.38,0.79,11.1,6,0,0,1,0,0,0
4942,0.19,3.5,860,30.0,130.0,7.83,0.44,9.6,7,1,0,1,0,0,0
4943,0.19,1.7,790,13.0,26.0,8.38,0.64,9.8,6,0,1,0,0,1,0
4944,0.47,1.4,290,23.0,81.0,8.26,0.42,12.2,8,1,1,0,1,0,0
4945,0.34,1.4,400,25.0,184.0,8.29,0.46,10.7,7,1,1,0,0,0,0
4946,0.31,13.1,500,26.0,180.0,8.05,0.53,9.1,8,1,1,0,0,0,0
4947,0.56,1.5,260,24.0,115.0,8.48,0.39,10.8,9,1,1,0,1,0,0
4948,0.36,1.6,380,11.0,124.0,8.25,0.48,11.0,7,1,0,1,0,0,0
4949,0.27,1.2,260,17.0,73.0,8.08,0.39,10.8,7,1,0,1,0,0,0
4950,0.29,6.2,460,39.0,151.0,8.6,0.44,10.6,8,1,1,0,1,0,0
4951,0.36,6.1,710,17.0,102.0,8.35,0.8,10.5,5,0,0,1,0,1,0
4952,0.15,2.2,760,19.0,40.0,8.41,0.59,10.1,5,0,0,1,0,1,0
