,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
7632,One Rizla,['shame'],spotify:track:2ibdYmH7GRHNnUcBa6kbnG,0.425,0.889,11,-4.53,0,0.0419,0.000116,1.49e-05,0.0812,0.583,131.949,spotify:track:2ibdYmH7GRHNnUcBa6kbnG,214578,4
7633,Come Down to Us,['Burial'],spotify:track:0d0We4RSviwW2frJOeDOz4,0.42,0.822,10,-8.835,1,0.197,0.28,0.0548,0.199,0.187,136.877,spotify:track:0d0We4RSviwW2frJOeDOz4,786866,4
7634,Bam Bam,['Toots & The Maytals'],spotify:track:7pt9f26kCW2O1zvS9ihVs0,0.472,0.414,3,-10.104,1,0.0957,0.742,2.3e-05,0.142,0.88,205.103,spotify:track:7pt9f26kCW2O1zvS9ihVs0,258080,4
7635,Unsolved Child Murder,['The Auteurs'],spotify:track:5yujcM0dZcW7qSSdztlzJa,0.681,0.434,2,-9.335,1,0.0251,0.491,0.000137,0.143,0.511,100.25,spotify:track:5yujcM0dZcW7qSSdztlzJa,128592,4
7636,Sweet Leaf,['Black Sabbath'],spotify:track:4uqKvEEgUnOHUuxmxU5dVr,0.362,0.602,2,-12.284,1,0.0464,0.00173,0.0388,0.0858,0.662,148.462,spotify:track:4uqKvEEgUnOHUuxmxU5dVr,304787,4
7637,My One And Only Love,"['John Coltrane', 'Johnny Hartman']",spotify:track:1HPPMBSejgCfRgcZfLJggw,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.719,spotify:track:1HPPMBSejgCfRgcZfLJggw,295240,3
7638,Happy When It Rains,['The Jesus and Mary Chain'],spotify:track:3N46STykuPaGLw2lHl3e3R,0.501,0.835,10,-6.863,1,0.0346,0.000447,0.264,0.25,0.762,125.324,spotify:track:3N46STykuPaGLw2lHl3e3R,217240,4
7639,Frank Sinatra,"['Miss Kittin', 'The Hacker']",spotify:track:1hTBci21ebFOUBjPHoJ4Zz,0.869,0.694,1,-9.176,1,0.0535,0.000235,0.0423,0.0684,0.732,124.859,spotify:track:1hTBci21ebFOUBjPHoJ4Zz,236013,4
7640,Baltimore,['Randy Newman'],spotify:track:5Qurmyhb9LOjd0ZkzqufQ8,0.488,0.411,7,-15.896,1,0.0255,0.719,0.0628,0.0688,0.584,105.446,spotify:track:5Qurmyhb9LOjd0ZkzqufQ8,245600,4
7641,Black And White,"[""The dB's""]",spotify:track:0Jk37GyTxhDHNg6FylfCYH,0.299,0.971,1,-6.816,0,0.069,0.000656,0.00565,0.0364,0.734,174.192,spotify:track:0Jk37GyTxhDHNg6FylfCYH,189093,4
7642,Dogs Of Lust,['The The'],spotify:track:7MGMxmXA8Kgf4Qzv5z6ImL,0.414,0.881,9,-5.039,1,0.0328,0.000693,0.732,0.348,0.756,162.038,spotify:track:7MGMxmXA8Kgf4Qzv5z6ImL,188867,4
7643,Couldn't Get It Right - Remastered,['Climax Blues Band'],spotify:track:3etXgIR7I3Au5eoviJPgqY,0.679,0.956,9,-5.363,1,0.0816,0.292,0.291,0.841,0.699,103.624,spotify:track:3etXgIR7I3Au5eoviJPgqY,296440,4
7644,Repeat Pleasure,['How To Dress Well'],spotify:track:2z5pZh5P21JzkwJJcM1cez,0.684,0.489,0,-8.155,1,0.0544,0.438,0.000122,0.116,0.279,124.993,spotify:track:2z5pZh5P21JzkwJJcM1cez,215907,4
7645,Hi-Five,['Angel Olsen'],spotify:track:07LpPO7qBMtJGZ3fz5Khxw,0.514,0.574,9,-7.224,1,0.0467,0.0443,0.00826,0.142,0.369,125.389,spotify:track:07LpPO7qBMtJGZ3fz5Khxw,177520,4
7646,Cassius 1999,['Cassius'],spotify:track:7EooWU2DvI58y13JjnYDyw,0.661,0.899,6,-8.918,0,0.0506,0.00944,0.758,0.316,0.204,134.026,spotify:track:7EooWU2DvI58y13JjnYDyw,224800,4
7647,The Rock Show,['blink-182'],spotify:track:2krua2rm8ikdfmHBR8ctGp,0.41,0.961,9,-4.573,1,0.0864,0.000316,0.0,0.0672,0.848,193.132,spotify:track:2krua2rm8ikdfmHBR8ctGp,171493,4
7648,Adam Raised a Cain,['Bruce Springsteen'],spotify:track:39J5RXFJG6MCjHql3a0Hat,0.515,0.854,9,-7.319,0,0.0382,0.0071,1.36e-06,0.345,0.828,94.338,spotify:track:39J5RXFJG6MCjHql3a0Hat,272040,4
7649,Pompeii,['Bastille'],spotify:track:3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,spotify:track:3gbBpTdY8lnQwqxNCcf795,214148,4
7650,Indian Summer,['Beat Happening'],spotify:track:3rwTe4gqepNe22qyecMeMf,0.443,0.584,9,-10.073,1,0.0284,0.382,0.0,0.0591,0.601,139.815,spotify:track:3rwTe4gqepNe22qyecMeMf,185040,4
7651,Numb,['Andy Stott'],spotify:track:2BVKaxu5taHTOMApXK8pOX,0.209,0.508,5,-12.887,0,0.145,0.531,0.894,0.0947,0.319,194.229,spotify:track:2BVKaxu5taHTOMApXK8pOX,390025,4
7652,Toulouse,['Claude Nougaro'],spotify:track:4GXliBxpjcTu2RK3oQ1GFg,0.314,0.388,3,-7.366,1,0.0336,0.152,0.0726,0.149,0.206,121.381,spotify:track:4GXliBxpjcTu2RK3oQ1GFg,262720,4
7653,Raw-Hide,['Link Wray & The Wraymen'],spotify:track:1GZgQlF6Sybt8VMDb2YYzM,0.381,0.959,9,-7.664,1,0.0369,0.178,0.0406,0.305,0.789,166.625,spotify:track:1GZgQlF6Sybt8VMDb2YYzM,125667,4
7654,Dreams Tonite,['Alvvays'],spotify:track:0DRvClQbN9znQ295sx76VC,0.511,0.622,2,-5.727,1,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,spotify:track:0DRvClQbN9znQ295sx76VC,196027,4
7655,(You Gotta Walk) Don't Look Back - 2002 Remaster,['Peter Tosh'],spotify:track:2vDUqLZsaEEYmREcRo9gnn,0.786,0.784,7,-4.951,1,0.0608,0.452,0.0477,0.0791,0.812,91.053,spotify:track:2vDUqLZsaEEYmREcRo9gnn,320280,4
7656,All For You,['Janet Jackson'],spotify:track:0UdqZQEbRWTkNXlh5kl2L8,0.752,0.925,2,-3.288,1,0.0867,0.0178,0.125,0.104,0.692,113.528,spotify:track:0UdqZQEbRWTkNXlh5kl2L8,330027,3
7657,Cowboys To Girls,['The Intruders'],spotify:track:1uzLze6Sl1qEhueDeXEN9Z,0.518,0.372,4,-10.783,1,0.0267,0.867,0.0,0.14,0.829,105.277,spotify:track:1uzLze6Sl1qEhueDeXEN9Z,158933,4
7658,What'Cha Gonna Do About It,['Small Faces'],spotify:track:0R715HFjHxqAPvwlrs7spC,0.668,0.847,9,-4.775,1,0.0938,0.364,0.0,0.0748,0.747,76.449,spotify:track:0R715HFjHxqAPvwlrs7spC,117267,4
7659,Rej,['Âme'],spotify:track:5l3TZLe5uEk7vdXbHghZZW,0.784,0.771,1,-7.954,1,0.05,0.0198,0.902,0.105,0.312,125.009,spotify:track:5l3TZLe5uEk7vdXbHghZZW,488920,4
7660,My Favourite Game,['The Cardigans'],spotify:track:4LpOPF5RXZhS1GLzclhyaT,0.594,0.766,5,-7.598,0,0.0327,0.000156,0.00345,0.086,0.453,143.482,spotify:track:4LpOPF5RXZhS1GLzclhyaT,220413,4
7661,Drive,['Incubus'],spotify:track:7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,232453,4
7662,Dans Le Club,['TTC'],spotify:track:7siOyidE9fOPXb9ylz4vUE,0.529,0.875,10,-6.139,0,0.106,0.000632,0.0,0.261,0.482,89.892,spotify:track:7siOyidE9fOPXb9ylz4vUE,237333,4
7663,Ask - 2011 Remaster,['The Smiths'],spotify:track:2AdRSHeYmDGMrgIfiS2w7K,0.453,0.986,7,-5.768,1,0.119,0.387,0.0,0.422,0.455,166.594,spotify:track:2AdRSHeYmDGMrgIfiS2w7K,198147,4
7664,Houses of the Holy - Remaster,['Led Zeppelin'],spotify:track:0d0Z9qFbTIgDSZtImluTAy,0.632,0.849,9,-8.282,1,0.0351,0.167,0.0389,0.571,0.939,123.092,spotify:track:0d0Z9qFbTIgDSZtImluTAy,244686,4
7665,Rock Me Gently,['Andy Kim'],spotify:track:2qh2VGAOYFXLsMbdATRf6w,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,spotify:track:2qh2VGAOYFXLsMbdATRf6w,208333,4
7666,The Boston Rag,['Steely Dan'],spotify:track:1DBTT07DWm5WajwlS9PPtP,0.551,0.542,9,-10.721,0,0.0296,0.0291,3.95e-05,0.0417,0.608,76.343,spotify:track:1DBTT07DWm5WajwlS9PPtP,340027,4
7667,Our Day Will Come,['Ruby And The Romantics'],spotify:track:6sbYrzvV5EDVWzBr6dvnMZ,0.56,0.394,8,-14.791,1,0.0454,0.431,3.05e-06,0.11,0.764,92.352,spotify:track:6sbYrzvV5EDVWzBr6dvnMZ,153960,4
7668,Shine,['Doughboys'],spotify:track:73JN8BEw249tuulS3xiRQa,0.384,0.63,4,-8.353,1,0.052,0.000912,0.00321,0.104,0.463,157.518,spotify:track:73JN8BEw249tuulS3xiRQa,159573,4
7669,Liar,['Rollins Band'],spotify:track:5mhISopG3rPu66Mptm6pwd,0.408,0.542,9,-11.573,1,0.0564,0.00286,4.97e-06,0.11,0.33,148.611,spotify:track:5mhISopG3rPu66Mptm6pwd,394467,3
7670,Dance Macabre,['Ghost'],spotify:track:2z261lioax3aehvWjorAk8,0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,spotify:track:2z261lioax3aehvWjorAk8,219720,4
7671,Can Your Pussy Do the Dog?,['The Cramps'],spotify:track:3aryaCc2QS7sPSSIbWhF3m,0.313,0.945,0,-7.944,1,0.0616,0.0421,2.77e-06,0.464,0.528,145.757,spotify:track:3aryaCc2QS7sPSSIbWhF3m,199787,4
7672,The Bells,"['Billy Ward', 'The Dominoes']",spotify:track:37m9HbkqopibwKwJhzkF93,0.397,0.418,5,-9.584,1,0.0386,0.735,1.62e-06,0.0736,0.338,106.327,spotify:track:37m9HbkqopibwKwJhzkF93,197747,4
7673,Ballade irlandaise (un oranger),['Andre Bourvil'],spotify:track:3OD2zQeJ4vk5RW01NPaB96,0.349,0.105,10,-18.971,1,0.0357,0.934,0.0,0.116,0.34,102.047,spotify:track:3OD2zQeJ4vk5RW01NPaB96,178133,3
7674,Carrie Anne,['The Hollies'],spotify:track:0XvCgyyLEliIjFybHLhlY0,0.555,0.609,0,-9.407,1,0.0318,0.19,0.0,0.261,0.849,119.777,spotify:track:0XvCgyyLEliIjFybHLhlY0,175893,4
7675,Touch Me,['The Doors'],spotify:track:4BVE5tIIpYabZcYCbephNW,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,spotify:track:4BVE5tIIpYabZcYCbephNW,190253,4
7676,Animal,['Miike Snow'],spotify:track:4XTTwW06rMgud7yS1nySZf,0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,spotify:track:4XTTwW06rMgud7yS1nySZf,263880,4
7677,Teenage Depression,['Eddie & The Hot Rods'],spotify:track:7dsMOzSf7y5Q04nhlAFCtG,0.596,0.901,7,-9.099,1,0.0354,0.00128,0.000666,0.0695,0.96,89.109,spotify:track:7dsMOzSf7y5Q04nhlAFCtG,175933,4
7678,Everlasting Light,['The Black Keys'],spotify:track:0gIILX7oUpIH1BvQJmHMWO,0.775,0.579,4,-6.592,1,0.0365,0.118,0.0212,0.353,0.739,90.457,spotify:track:0gIILX7oUpIH1BvQJmHMWO,204627,4
7679,Candy Girl,"['New Edition', 'Mixed By: Arthur Baker & Maurice Starr']",spotify:track:4aeTG6awASkwicYWwcEbGp,0.789,0.898,10,-5.526,0,0.202,0.333,0.00873,0.331,0.755,103.729,spotify:track:4aeTG6awASkwicYWwcEbGp,236053,4
7680,A découvrir absolument,['Diabologum'],spotify:track:3JKrS7ZvDGEcGpDnrTcwSQ,0.43,0.92,9,-4.276,0,0.135,0.051,0.0501,0.283,0.564,81.196,spotify:track:3JKrS7ZvDGEcGpDnrTcwSQ,186693,4
7681,Flame Trees,['Cold Chisel'],spotify:track:5rPVQp4q1ACtOWj6eCt71t,0.674,0.671,4,-4.269,1,0.0326,0.0325,0.0,0.0825,0.653,120.343,spotify:track:5rPVQp4q1ACtOWj6eCt71t,264748,4
7682,Quiet Life,['Japan'],spotify:track:3vyzp6lqJbpZlDfwXan61J,0.666,0.747,4,-12.01,0,0.0368,0.000741,0.0605,0.108,0.869,131.014,spotify:track:3vyzp6lqJbpZlDfwXan61J,288507,4
7683,Sue (Or in a Season of Crime),['David Bowie'],spotify:track:1FPtsI7Z8fAYhuxpFt9VtA,0.259,0.648,7,-10.346,1,0.0889,0.133,0.00738,0.273,0.163,159.895,spotify:track:1FPtsI7Z8fAYhuxpFt9VtA,443813,4
7684,Sugarcube,['Yo La Tengo'],spotify:track:3uD0MyPsS8HsWfzyw0EAQ3,0.236,0.587,4,-7.54,1,0.0373,0.0013,0.837,0.18,0.219,77.241,spotify:track:3uD0MyPsS8HsWfzyw0EAQ3,201000,4
7685,Thieves Like Us,['New Order'],spotify:track:6iuezGvMpC5r391SZQEYJ0,0.662,0.682,0,-6.484,1,0.0318,0.0172,0.000611,0.129,0.857,113.027,spotify:track:6iuezGvMpC5r391SZQEYJ0,237680,4
7686,(Keep Feeling) Fascination - 2003 - Remaster,['The Human League'],spotify:track:26VPSrPYX6Ks5OL3sHQEJY,0.707,0.595,0,-9.101,1,0.0825,0.443,1.26e-06,0.23,0.713,118.11,spotify:track:26VPSrPYX6Ks5OL3sHQEJY,224733,4
7687,Creature Comfort,['Arcade Fire'],spotify:track:2voWPWlDfIthC6GUjaIQyV,0.423,0.949,11,-4.097,1,0.0972,0.0181,0.00355,0.292,0.278,189.976,spotify:track:2voWPWlDfIthC6GUjaIQyV,283507,4
7688,Busted,['Ray Charles'],spotify:track:2OQDMrQq6pIQTvvfFiNczh,0.472,0.411,3,-10.942,1,0.148,0.824,0.0,0.233,0.878,65.101,spotify:track:2OQDMrQq6pIQTvvfFiNczh,128744,4
7689,Dani California,['Red Hot Chili Peppers'],spotify:track:6vODhpvfWwdsO0i9MBWnEq,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,spotify:track:6vODhpvfWwdsO0i9MBWnEq,282160,4
7690,Gut Feeling - Edit,['DEVO'],spotify:track:5UnVXDhRycTdH0aGeiTjWD,0.313,0.802,7,-10.343,1,0.0508,0.0175,0.587,0.164,0.727,165.758,spotify:track:5UnVXDhRycTdH0aGeiTjWD,244640,4
7691,East-West,['The Paul Butterfield Blues Band'],spotify:track:7wpowBfuFWuspA9dToSrTn,0.321,0.529,7,-10.672,1,0.0377,0.123,0.00166,0.202,0.604,151.851,spotify:track:7wpowBfuFWuspA9dToSrTn,791800,4
7692,Childhood's End,['Majical Cloudz'],spotify:track:6ddqBHpdgaM8nWYZZDdTqP,0.372,0.413,4,-9.512,0,0.0379,0.409,0.528,0.106,0.16,126.607,spotify:track:6ddqBHpdgaM8nWYZZDdTqP,228535,3
7693,Instant Crush (feat. Julian Casablancas),"['Daft Punk', 'Julian Casablancas']",spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,337560,4
7694,Nada,['Juan Son'],spotify:track:0NFy8hwAngwnkjO3annkAt,0.67,0.665,0,-6.422,1,0.0331,0.181,0.0,0.27,0.608,125.283,spotify:track:0NFy8hwAngwnkjO3annkAt,264947,4
7695,Sugar Mountain,['Neil Young'],spotify:track:297C4FiD23BA7WHoX3Yr9Z,0.479,0.0882,10,-22.553,1,0.0359,0.955,0.215,0.688,0.37,88.304,spotify:track:297C4FiD23BA7WHoX3Yr9Z,341493,4
7696,Brown Shoes Don't Make It,"['Frank Zappa', 'The Mothers Of Invention']",spotify:track:5AyN4aPlGEgLyel35RryvE,0.278,0.574,4,-9.672,0,0.0889,0.526,2.91e-06,0.619,0.338,77.232,spotify:track:5AyN4aPlGEgLyel35RryvE,449227,4
7697,I Know There's Something Going On,['Frida'],spotify:track:5DU2dNfm3jLHZcEUb7T7nZ,0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,spotify:track:5DU2dNfm3jLHZcEUb7T7nZ,326747,4
7698,Love's Gonna Get'cha (Material Love),['Boogie Down Productions'],spotify:track:2HhSYfo82CIjwkKyJG2f96,0.792,0.35,9,-16.725,1,0.482,0.0424,7.72e-05,0.0974,0.166,189.91,spotify:track:2HhSYfo82CIjwkKyJG2f96,399760,4
7699,Revolution,['Dennis Brown'],spotify:track:14uaxEtvwwTR2WnnvAfaj9,0.754,0.458,9,-10.558,0,0.163,0.157,5.86e-06,0.106,0.744,84.603,spotify:track:14uaxEtvwwTR2WnnvAfaj9,262000,4
7700,Lead Me On,"['Bobby ""Blue"" Bland']",spotify:track:4Um7Jtgub8xsLCerrx37HL,0.305,0.413,9,-7.836,0,0.0317,0.874,4.05e-06,0.179,0.353,62.469,spotify:track:4Um7Jtgub8xsLCerrx37HL,123800,4
7701,When You Dance,['The Turbans'],spotify:track:0HqHl23bOJigmsrD8wzzTA,0.522,0.497,11,-7.206,0,0.0478,0.848,0.0,0.142,0.813,134.672,spotify:track:0HqHl23bOJigmsrD8wzzTA,176653,4
7702,I'll Be Doggone,['Marvin Gaye'],spotify:track:5mvDrku6sVO7f89VjrxteA,0.728,0.579,2,-10.044,1,0.0331,0.219,0.0,0.0722,0.723,133.685,spotify:track:5mvDrku6sVO7f89VjrxteA,166200,4
7703,Thick as a Brick (Pt. I) - 1997 Remaster,['Jethro Tull'],spotify:track:0eufeeCADKlpxLA7HATWBW,0.435,0.466,5,-10.856,1,0.0557,0.158,0.00315,0.132,0.646,92.516,spotify:track:0eufeeCADKlpxLA7HATWBW,1360027,4
7704,I Will Follow You into the Dark,['Death Cab for Cutie'],spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,189187,4
7705,Another Girl,['Jacques Greene'],spotify:track:07jeqq0AE7d6wOSqR92vOD,0.338,0.703,1,-7.376,1,0.0649,0.171,0.767,0.3,0.69,167.993,spotify:track:07jeqq0AE7d6wOSqR92vOD,402958,5
7706,Cherish,['The Association'],spotify:track:6gyQQijTm2x7qfDO9EDfBr,0.494,0.407,5,-14.463,1,0.0345,0.726,0.0,0.116,0.555,110.13,spotify:track:6gyQQijTm2x7qfDO9EDfBr,205693,4
7707,T.V.O.D.,['The Normal'],spotify:track:6W84F3Ud36Zsx4qQMkrCE8,0.734,0.805,8,-11.975,1,0.0579,0.00815,0.096,0.142,0.318,115.076,spotify:track:6W84F3Ud36Zsx4qQMkrCE8,172160,4
7708,My White Bicycle - 1999 Remaster,['Tomorrow'],spotify:track:1TNYopMIeEqmfJGZcOsUyg,0.447,0.64,6,-8.895,1,0.0492,0.000103,0.000287,0.104,0.258,143.725,spotify:track:1TNYopMIeEqmfJGZcOsUyg,198333,4
7709,The Last Time I Saw Richard,['Joni Mitchell'],spotify:track:5LZLOOTwrA0HgTszqCgZ3C,0.547,0.145,2,-12.176,1,0.0346,0.971,0.00033,0.113,0.343,109.225,spotify:track:5LZLOOTwrA0HgTszqCgZ3C,256773,4
7710,Lazy Eye,['Silversun Pickups'],spotify:track:6axAacuCsPeAStu4a2XZA0,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.117,0.243,127.397,spotify:track:6axAacuCsPeAStu4a2XZA0,354360,4
7711,We're Not Gonna Take It,['Twisted Sister'],spotify:track:5RHG4SQ6iJ1qQJmt3EFJCX,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,spotify:track:5RHG4SQ6iJ1qQJmt3EFJCX,219667,4
7712,Venus,['Television'],spotify:track:3x0iCzjgf0v9lnwvAhU9P2,0.55,0.631,0,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,spotify:track:3x0iCzjgf0v9lnwvAhU9P2,229027,4
7713,For You,['Bruce Springsteen'],spotify:track:218wztz9mZdDX8Ia1OkUvq,0.546,0.686,5,-8.041,1,0.0839,0.486,0.0,0.331,0.703,137.173,spotify:track:218wztz9mZdDX8Ia1OkUvq,279293,4
7714,Keep Me in Your Heart,['Warren Zevon'],spotify:track:6eceqMrRFKCnq7ksH2L7Wp,0.427,0.393,7,-9.142,1,0.0418,0.832,1.54e-06,0.0932,0.244,177.429,spotify:track:6eceqMrRFKCnq7ksH2L7Wp,208027,4
7715,Moulty,['The Barbarians'],spotify:track:2tJMEXuoSFBE34lATl1L9x,0.434,0.446,5,-14.146,0,0.086,0.137,0.000165,0.504,0.546,96.229,spotify:track:2tJMEXuoSFBE34lATl1L9x,154320,4
7716,Painkiller,['Judas Priest'],spotify:track:0L7zm6afBEtrNKo6C6Gj08,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,spotify:track:0L7zm6afBEtrNKo6C6Gj08,365827,4
7717,"Love Theme From ""The Godfather""",['Nino Rota'],spotify:track:7Es2gcDpA0ma6zEqgP6Wuc,0.198,0.221,1,-12.706,1,0.0355,0.927,0.92,0.0797,0.0851,68.932,spotify:track:7Es2gcDpA0ma6zEqgP6Wuc,158960,4
7718,Asiko,['Tony Allen'],spotify:track:64zMGjB84MdfYbNs2RxwBC,0.822,0.809,10,-7.677,0,0.074,0.00462,0.718,0.179,0.741,119.85,spotify:track:64zMGjB84MdfYbNs2RxwBC,475520,4
7719,Emily Kane,['Art Brut'],spotify:track:13hCJWeK0gSlrMHMjKjL2M,0.443,0.975,7,-2.244,1,0.18,0.216,0.00848,0.279,0.48,164.003,spotify:track:13hCJWeK0gSlrMHMjKjL2M,161613,4
7720,Heartland,['The The'],spotify:track:3ZCA3LcHzaOJBJnnxcqDPm,0.625,0.824,9,-5.979,0,0.0319,0.012,3.97e-05,0.346,0.706,125.828,spotify:track:3ZCA3LcHzaOJBJnnxcqDPm,307667,4
7721,Sweetest Thing,['U2'],spotify:track:6w0Rp6f6kAUHW1sid0OumS,0.52,0.693,0,-6.753,1,0.0449,0.0199,3e-05,0.279,0.439,141.56,spotify:track:6w0Rp6f6kAUHW1sid0OumS,182667,4
7722,Tallahassee Lassie,['Freddy Cannon'],spotify:track:5dDs13F0oo7XngcEIgRb2m,0.324,0.888,2,-4.856,1,0.0954,0.152,0.0,0.248,0.251,142.42,spotify:track:5dDs13F0oo7XngcEIgRb2m,132893,4
7723,Engine Number 9,['Wilson Pickett'],spotify:track:2LEBXcjllVIZyNcvUFyIAF,0.74,0.863,10,-8.1,0,0.0525,0.00648,0.00132,0.0403,0.826,95.777,spotify:track:2LEBXcjllVIZyNcvUFyIAF,170973,4
7724,Candy,['Iggy Pop'],spotify:track:6sFpmdsk4UDMcDWdy4T1Kc,0.624,0.585,7,-10.812,1,0.03,0.0414,2.08e-05,0.0467,0.646,144.251,spotify:track:6sFpmdsk4UDMcDWdy4T1Kc,253493,4
7725,The Calvary Cross,['Richard & Linda Thompson'],spotify:track:2KxU9rHEXeQSYJxiYzVy2B,0.637,0.22,9,-16.981,0,0.0407,0.242,0.00507,0.143,0.159,115.39,spotify:track:2KxU9rHEXeQSYJxiYzVy2B,230667,4
7726,Tougher Than the Rest,['Bruce Springsteen'],spotify:track:7i0VrdLCDhvgWXfcT6EQJG,0.6,0.514,5,-11.178,1,0.0249,0.2,0.000774,0.107,0.603,98.957,spotify:track:7i0VrdLCDhvgWXfcT6EQJG,273867,4
7727,Joy To The World,['Three Dog Night'],spotify:track:1VZ04sZSpTet7wVMyZphA8,0.591,0.726,2,-13.545,1,0.0315,0.0384,2.49e-06,0.119,0.968,129.057,spotify:track:1VZ04sZSpTet7wVMyZphA8,214960,4
7728,Space Cowboy,['Kacey Musgraves'],spotify:track:5bum4HbCDFoB9wpsc0sQky,0.447,0.429,1,-7.36,1,0.028,0.718,0.0163,0.105,0.074,116.521,spotify:track:5bum4HbCDFoB9wpsc0sQky,216280,4
7729,Ten Percent,['Double Exposure'],spotify:track:4bYeg0b4ieCLgGWUqPgFz2,0.532,0.908,0,-8.688,1,0.13,0.0333,2.42e-05,0.0728,0.573,121.539,spotify:track:4bYeg0b4ieCLgGWUqPgFz2,427933,4
7730,Well...All Right - Single Version,['Buddy Holly'],spotify:track:5FGgNftAtZkQHa8wr2tzDN,0.707,0.537,11,-9.717,1,0.04,0.831,0.0243,0.156,0.873,124.418,spotify:track:5FGgNftAtZkQHa8wr2tzDN,133333,3
7731,Gangsta,['Tune-Yards'],spotify:track:7ntT9X35Y8FspsqYI2qRi3,0.698,0.758,4,-6.841,1,0.086,0.0983,0.0251,0.79,0.311,101.973,spotify:track:7ntT9X35Y8FspsqYI2qRi3,238867,4
7732,All Through the Night,['Cyndi Lauper'],spotify:track:3csiLr2B2wRj4lsExn6jLf,0.573,0.65,8,-5.934,1,0.0257,0.201,1.58e-06,0.048,0.346,95.1,spotify:track:3csiLr2B2wRj4lsExn6jLf,272840,4
7733,Child's Christmas In Wales,['John Cale'],spotify:track:7FtEb0OVMlMrFbHH1dpdul,0.441,0.471,6,-11.08,1,0.0302,0.316,0.0106,0.12,0.247,105.791,spotify:track:7FtEb0OVMlMrFbHH1dpdul,200706,4
7734,Private Number,"['William Bell', 'Judy Clay']",spotify:track:5sRQuVIMph2iQrg3wiw4Xj,0.55,0.281,9,-12.82,1,0.0259,0.0243,0.0,0.613,0.581,102.663,spotify:track:5sRQuVIMph2iQrg3wiw4Xj,158480,4
7735,Who Shot Ya? - 2005 Remaster,['The Notorious B.I.G.'],spotify:track:2ZasPMRXmad6Po90LljnlI,0.831,0.682,7,-5.697,1,0.238,0.256,0.0,0.494,0.6,91.771,spotify:track:2ZasPMRXmad6Po90LljnlI,319360,4
7736,Save a Horse (Ride a Cowboy),['Big & Rich'],spotify:track:5s7m2xNZWgz5FqVSIvJcGA,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,200307,4
7737,Do It Any Way You Wanna,"[""People's Choice""]",spotify:track:2Ede3F4IK319I9ZDpXmv8K,0.78,0.542,0,-10.99,0,0.0464,0.0107,0.306,0.0869,0.808,111.271,spotify:track:2Ede3F4IK319I9ZDpXmv8K,198293,4
7738,Every Time You Go Away,['Paul Young'],spotify:track:3ZI3sK9ZJB3LOiZtCs9l3p,0.608,0.604,5,-12.285,1,0.0433,0.169,0.000133,0.106,0.673,164.254,spotify:track:3ZI3sK9ZJB3LOiZtCs9l3p,324347,4
7739,Mr Jelly Lord,['Jelly Roll Morton'],spotify:track:0V8La6brxyXBG9JiiOkXDO,0.73,0.0882,5,-21.504,0,0.075,0.977,0.0248,0.317,0.751,93.781,spotify:track:0V8La6brxyXBG9JiiOkXDO,176787,4
7740,See A Little Light,['Bob Mould'],spotify:track:7LdKMBKthcdBnAqlAIGqCB,0.552,0.774,2,-9.106,1,0.0292,0.0168,0.0,0.0701,0.783,110.906,spotify:track:7LdKMBKthcdBnAqlAIGqCB,212067,4
